Paivamaara,Kohdenumero,Kaupunki,Kaupunginosa,Osoite,Kunto,Asumistyyppi,Uudiskohde,Tontin_omistus,Vuokratontin_lunastusosuus,Velaton_hinta,Yhtiovastike,Hoitovastike,Rahoitusvastike,Tontin_vuokravastike,Asuinpinta_ala,Huoneita,Kerros,Korkein_kerros,Parveke,Sauna,Ranta,Rakennusvuosi,Energialuokka,Huoneistojen_lukumaara,Tulevat_remontit,Tehdyt_remontit,Latitude,Longitude,Coordinates,TravelTime
2023-03-02,21644419.0,Vantaa,Tikkurila,"Silkkitehtaantie 5 A, 01300 Vantaa",Hyvä,Omistus,Ei,Oma,,325000.0,917.35,162.75,754.6,,46.5,2.0,4.0,4.0,Kyllä,,,2020.0,B2018,52.0,"Kunnossapitotarveselvitys 2021-2027:
2021 Vuositarkasus
2022 2-vuotistakuukorjauksia
2023-2027 Normaalia kunnossapitoa","TALOYHTIÖSSÄ: 2020 Piha-aita
Lisäksi kunnossapito- tai muutostöitä",60.288132,25.036902,"60.288132, 25.036902",27.0
2023-03-02,17068359.0,Helsinki,Etelä-Haaga,"Korppaantie 3, 00300 Helsinki",Tyydyttävä,Omistus,,Vuokralla,,287000.0,664.62,268.18,396.44,,55.3,2.0,3.0,3.0,Kyllä,,,1961.0,D2013,,Tutkitaan mahdollisuutta rakentaa autolatauspisteitä,"-98 julkisivusaneeraus
-99 etupihan asfaltointi, jätekatos
-03 saunan saneeraus
-04 putkiston kuntotutkimus -06 lämmitysjärj.perussäätö, patteriventtiilien, linjasäätö- ja sulkuventtiilien uusinta
-12 peltivesikaton kunnostus ja pinnoitus
-13 vesi-, viemäri- ja sähkösaneerauksen suunnittelu
-13 pohjaviemärin painehuuhtelu ja kuvaus
-14-15 vesi-, viemäri- ja sähkösaneeraus (Perinteinen putkisaneeraus)
-15 uusittu autotallienovet ja lasten keinu, kunnostettu keskuslämmityspiippua -16 uusittu pesutuvan ovi ja kellaritilojen ovia
-17-18 saunaosaston saneeraus 
-18 hankittu 8 kpl sammuttimia kaappeineen
-19 suoritettu parvekkeiden kuntotutkimus
-20 tuuletusparvekesaneerauksen suunnittelu
-21 tuuletusparvekkeiden saneeraus/uusiminen
-21 syöksytorvien uusiminen
-21 kadunpuoleisten ulko-ovien lakkaus",60.208344,24.888857,"60.208344, 24.888857",24.0
2023-03-02,62713.0,Helsinki,Töölö,"Urheilukatu 38 A, 00250 Helsinki",Hyvä,Omistus,Ei,Oma,,279000.0,216.0,216.0,,,30.0,1.0,1.0,6.0,,Ei,,1937.0,"Energialuokka: E2007, Energiatodistuksen voimassaoloaika: 22.11.2022, Lisätiedot: Energiatodistuksen voimassaolo on juuri päättynyt.",,"2022: Asuntojen ikkunoiden ja heloitusten tarkastus (arvio 2 000,00 €). Asuntojen vesikalusteiden tarkastus (arvio 1 000,00 €). 
2023: Vesikaton suunnittelu / pinnoitus / kunnostus (arvio 81 000,00 €).
2027: Maalämpö ja aurinkoenergia.
Tuloilma aukkojen suodattimet vaihdetaan vuosittain.

Kunnossapitotarveselvityksessä mainitut kustannusarviot ovat alustavia arvioita ja todelliset kustannukset voivat olla arvioitua pienemmät tai suuremmat.","2021: Tuuletusparvekkeiden korjaus.
2018: Porraskäytävän pintaremontti.
2015: Lämpövaihdin sopimuksen purkaminen ja laitteen poisto. Alimman tuuletusparvekkeen rappausta korjattiin. Ilmastointikanavien nuohous ja samalla huoneistojen sisäpuolen raitisilma/korvausilma- aukot puhdistettiin ja samalla vaihdettiin suodattimet. 
2014: Rikkinäinen raja-aita poistettu Urheilukatu 36 ja 38 taloyhtiöiden väliltä. Maanpaineseinien kuivatukset, kosteusvaurioiden korjaukset, seinien 
sisäpuolisten vesieristysten, sokkelin ulkopuolisten kosteuseristysten ja 
salaojien asentaminen taloyhtiön kadun puolelle. Salaoja-, jätevedentarkastus-, ja perusvesikaivojen asennukset. Lattialaatan vedeneristys. Vanhan suuren kasvillisuuden tilalle on asennettu irtonurmi.
2013: Lämmönvahdin lisääminen kaukolämpölaitteeseen. Seinän kosteuden korjaussuunnittelu ja urakoitsijan kilpailuttaminen.
2012: Sokkelin ja seinärakenteen kosteuden selvittelyä kadun puolelta, koekaivaus tehty rakenteen ja maakerrosten selvittämiseksi sekä mahdollisen salaojituksen toteamiseksi.
2011: Jätekatoksen rakentaminen ja sen sähköistys.
2010: Ullakkokerroksen talonsaunaosaston suunnittelu. Kosteusvaurioiden korjaukset kellaritiloissa.
2007: Lämmönsiirtimen uusiminen.
2005: Pihan asfaltointi. Peltikatteen maalaus ja kattosiltojen uusiminen.
2004: Porrashuoneiden peruskunnostaminen. Sähkö-, vesi- ja viemärijohtojen uusinta. Ullakko-osaston putkistojen asennus ja Wc-tilan rakentaminen. Hissin peruskunnostus.
2002: Ovipuhelinjärjestelmän uusiminen.
1995: Julkisivun maalaus ja kunnostus.
1994: Ikkunoiden uusiminen.
1991: 1.krs:n ja kellarikerroksen kunnostus.",60.189143,24.918648,"60.189143, 24.918648",16.0
2023-03-02,1337908.0,Vantaa,Viertola,"Lummetie 37, 01300 Vantaa",Tyydyttävä,Omistus,Ei,Oma,,208000.0,215.71,215.71,,,58.3,2.0,1.0,1.0,Ei,Kyllä,,1986.0,C2018,6.0,Hallituksen esitys tulevista korjauksista: 2022-2025 Ikkunoiden huoltomaalaus,"Pääviemäri uusittu 2007

Roskakatos uusittu 2009

Antennivahvistin uusittu 2013

Ilmastointihormit nuohottu 2013

Pihan alfaltointi uusittu 2013

Kaukolämmön alajakokeskus uusittu 2013

Vesikatto uusittu teräskatteeksi 2013

Piha-aidat uusittu 2015

Autojen lämmitystolpat uusittu 2016

Välipohjan lämmöneristystä lisätty puhallusvillalla 2016

Antennivahvistin ja antennit uusittu 2017

Rakennusten puuosat maalattu 2018

Energiatodistus 2020

Ulko-ovien lukitukset uusittu 2020

Pihakiveys korjattu 2020",60.298253,25.021568,"60.298253, 25.021568",39.0
2023-03-02,1336714.0,Helsinki,Länsi-Pasila,"Radiokuja 6, 00240 Helsinki",Hyvä,Omistus,Ei,Oma,,375000.0,,222.6,1627.1,,53.0,3.0,2.0,8.0,Kyllä,Ei,,2018.0,C2013,59.0,2025 IV-kanavien nuohous sekä normaaleja ylläpito- ja huoltokorjauksia. Takuukorjauksien jatkuminen.,"2021 Autonlatausvalmiuden kartoittaminen, ILog lukitus ulko-oviin, kuivaushuoneeseen ja autohallin oveen. Parvekkeiden takuukorjauksia elokuu 2021 , korjaukset jatkuvat keväällä 2022. 2020 Vuositakuukorjaukset.",60.203249,24.921553,"60.203249, 24.921553",22.0
2023-03-02,21802554.0,Vantaa,Korso,"Merikotkankuja 3 A, 01450 Vantaa",Hyvä,Omistus,Ei,Oma,,239500.0,221.95,196.95,,,50.5,2.0,16.0,16.0,Kyllä,,,2018.0,C2018,121.0,"Asunto-osakeyhtiön hallituksen 5 vuoden kunnossapitotarveselvitys 2022-2026:

- parvekelasien huolto
- vesikaton kuntotarkastus
- valvontakameroiden asennus hisseihin.","Keittiösaareke rakennettu, uunin asennus, lisäpistorasiat keittiöön, olohuoneeseen ja parvekkeelle (muutostyöilmoitus tehty 15.1.2019). TALOYHTIÖSSÄ: 2019 kameravalvonnan asennus, 2020 yleisten tilojen uudelleen sarjoitus.",60.35272,25.077148,"60.35272, 25.077148",38.0
2023-03-02,63390.0,Helsinki,Konala,"Konalantie 39 A, 00390 Helsinki",,Omistus,Ei,Vuokralla,,213000.0,525.24,150.1,333.81,,39.5,2.0,1.0,5.0,Kyllä,Ei,,2017.0,"Energialuokka: C2013, Energiatodistuksen voimassaoloaika: 03.07.2025",,"Ajankohta           toimenpide                         kustannusarvio
2022 Ilmanvaihto: puhdistus ja säätötyö 10 000€ 
2023 Parvekelasien huolto 10 000€
2023 Vesikatto: Kuntotarkastus/katselmus 1 000€
2023 Viemärit: jätevesi(pohjaviemäri)- ja sadevesiviemärien, sekä salaojien
kuvaus/huuhtelu 10 000€
2024 Lämmitys: Kaukolämpökeskuksen/lämmönjakohuoneen tarkastus 1 000€
2024 Hissit: kuntoarvio 1 500€
2025 10-vuotistarkastus ja kiinteistön kuntoarvio: Ensimmäinen kiinteistön
kuntoarvio korjausohjelman laatimiseksi.14 000€
2025 Energiatodistus: Nykyisen todistuksen viimeinen voimassolopäivä 3.7.2025 450€","Muuttopäivä 1.11.2017
Vastaanotto 31.10.2017
Vuositarkastus 23.11.2018
Hallinnon luovutuskokous 8.2.2018
2021 Terassien pintakäsittely: hallitus päätti, että työ tilataan keväällä 2021 Riikka Laisin tarjouksen mukaisesti
2022 Patteriverkoston paineentasaus (toteutussuunnittelu, toteutus): Patteriverkoston paineentasaus ennen lämmityskautta 2021-2022",60.237501,24.847691,"60.237501, 24.847691",36.0
2023-03-02,946941.0,Helsinki,Kallio,"Wallininkuja 2, 00530 Helsinki",Hyvä,Omistus,Ei,Oma,,270000.0,,165.0,148.95,,30.0,1.0,6.0,8.0,Kyllä,Ei,,1959.0,"F, 2013",90.0,"2022 Korjaussuunnitelma - Hallituksen korjaustarveselvitys 2022-2026; 2022 Parvekkeiden kuntotutkimus, pihakorjaukset (portaat) ja pesukoneiden uusiminen. 2023 Hissien uusita/peruskorjaus, rs-15 kuntotutkimus, pesukoneiden uusiminen. 2024-2025 parvekkeiden korjaus. 2026 pesukoneiden uusiminen.","2019 Katto - E-talon katon uusinta. Vesikattojen maalaus 2012. C-D vesikaton uusinta 2008. Kattojen maalaus 1999., 2019 Ikkunat - E-talon ikkunoiden ja parvekeovien uusinta. Ikkunoiden ja parvekeovien uusinta 2003., 2018 Linjasaneeraus - -2020 LVISA-remontti, 2018 Lukot - Lukituksen uusinta, 2011 Julkisivu - A-B sisäpihan julkisivun saneeraus. A-B talon kadunpuolen julkisivun rappaus 2005. Kahden päädyn julkisivurappaukset 2005. Päätyjulkisivujen rappauskorjaukset ja maalaus 1997, 2008 Muu - Autotallien ovien maalaus. Paisunta-astian uusinta 2006. Pesukoneen uusinta 2005. Portin uusinta 2000., 1995 Parvekkeet - Parvekesaneeraus, 1995 Lämmitys - Lämmönvaihtimet, 1994 Sähköt - -1995 Sähköt, 1993 Piha - Pihan asfaltoinnin uusiminen. Pihavalaistuksen parantaminen 1987. Porrashuoneiden maalaus 1986, 1993 Yleiset tilat - Kuivaushuoneiden remontti. Saunaremontti 1991. Aulojen maalaus 2021",60.184509,24.945415,"60.184509, 24.945415",14.0
2023-03-02,21299122.0,Helsinki,Malmi,"Huhtatie 6, 00700 Helsinki",Tyydyttävä,Omistus,Ei,Oma,,164000.0,228.13,166.08,62.05,,36.5,1.0,1.0,1.0,,Kyllä,,1985.0,D voimassa 31.12.2014-30.12.2024,23.0,- ,"TALOYHTIÖSSÄ: 2021: sokkelin halkeamien kunnostus
2019: Antennivahvistimien uusiminen
2018: Yhtiön korjauksena huoneistojen 20 ja 21 kylpyhuoneet, pihavalaistuksen uusiminen, antennivahvistimen uusiminen
2017: Lämmitysverkoston säätö
2016-2017 Jäte- ja sadeviemäröinti, salaojat ja aidat (529 000€).
2016 Maanpintojen kallistukset talojen vieressä. Sadeveden ohjaus. 
2016 Tonttiviemärit ja salaojat (550 000€). 
2016 Tonttiviemäreiden ja salaojien uusimis- ja korjaussuunnittelu
2015 Salaojajärjestelmien huuhtelu ja kuvaus 
2015 Tontti- ja pohjaviemäreiden painehuuhtelu ja kuvaus
2014 Vesikaton, julkisivujen puuosien korjaus, kevyt iv-parannus (173 000€).
2013 Vesikaton, julkisivun ja ilmanvaihdon korjaussuunnittelu
2012 Vesikatot hankesuunnittelu
2011 Vesikaton ja yläpohjan tarkastus
2010 Kuntoarvio/PTS
2009 Ilmanvaihtokanaviston nuohous
2009 Kaukolämmön alajakokeskus
2009 14 huoneiston lisälämmityspatterit
2006 Märkätilojen kartoitus
2004 Taloverkko UHF- ja digi-TV kelpoiseksi ketju 800 luokitus
2000 Julkisivujen kuntotutkimus
1998 Peruskuntoarvio
1998 Jätekatos rakennettu
1997 AP-alueen asfaltointi
1997 Alueputkiston uusiminen
Ks. tarkempi selostus isännöitsijätodistuksesta ",60.258187,25.010114,"60.258187, 25.010114",33.0
2023-03-02,20171190.0,Espoo,Ymmersta,"Ullanmäentie 12 C, 02750 Espoo",Hyvä,Omistus,Ei,Oma,,189000.0,733.77,80.6,653.17,,31.0,1.0,4.0,7.0,Kyllä,,,2018.0,C2013,87.0,Kts. vuositarkastuksen lopputarkstuspöytäkirja 14.5.2020,TALOYHTIÖSSÄ: Vuositakuukorjauksia YIT,60.206097,24.707507,"60.206097, 24.707507",31.0
2023-03-02,1399.0,Espoo,Olari,"Piispanportti 7 B39, 02240 Espoo",Hyvä,Omistus,Kyllä,Oma,,297600.0,357.31,190.65,166.66,0.0,46.5,2.0,2.0,,Ei,Ei,,2023.0,B,63.0,,,60.164168,24.732516,"60.164168, 24.732516",37.0
2023-03-02,20065694.0,Espoo,Mankkaa,"Klovinportti 4 B, 02180 Espoo",Hyvä,Omistus,Ei,Oma,,238000.0,946.05,180.6,765.45,,42.0,2.0,2.0,4.0,Kyllä,,,2018.0,C2013 Voimassa 7.10.2016-7.10.2026,47.0,Varsinaisessa yhtiökokouksessa päätettiin antaa hallitukselle valtuudet tarvittaessa periä tai jättää perimättä enintään kahden (2) kuukauden ylimääräinen hoitovastike. ,"TALOYHTIÖSSÄ: Ei korjauksia, uudehko taloyhtiö.",60.203817,24.758689,"60.203817, 24.758689",38.0
2023-03-02,1337519.0,Vantaa,Kivistö,"Jaspiskuja 18, 01700 Vantaa",Hyvä,Omistus,Ei,Oma,,179000.0,122.85,122.85,,,31.5,1.0,6.0,6.0,Kyllä,Ei,,2016.0,C2013,54.0,Taloyhtiöllä on kunnossapitotarveselvitys vuosille 2022-2026. Ovisummerijärjestelmän suunnittelu 2022-23. 2025-2026 ilmanvaihtojärjestelmän kanavisto puhdistus. Yhtiön rakennus on otettu käyttöön 29.9.2016 ja vuositarkastus on pidetty 9.10.2017. Vuositarkastuksen mukaiset korjaukset perustajaurakoitsija teki 5/2018.,"2021 huoneistokohtaisten palovaroittimien paristojen vaihto ja vesimittareiden tarkastus, saunan ohjauskeskuksen muutto lukolliseen tilaan, saunan paneloinnin ja lauteiden uusinta. 2017 pihan kulkuväylät asfaltoitu. Joka vuosi Iv-koneiden suodattimien vaihto 2 krt/vuosi.",60.318727,24.849451,"60.318727, 24.849451",39.0
2023-03-02,20920151.0,Helsinki,Munkkiniemi,"Munkkiniemen puistotie 24 A, 00330 Helsinki",Tyydyttävä,Omistus,Ei,Oma,,355000.0,238.7,238.7,,,43.4,2.0,5.0,6.0,Kyllä,,,1956.0,E2007,25.0,"Kunnossapitotarveselvityksen päivitys kaudelle 2022-2026:
Autotallit: autotallin lattioiden halkeamien korjaus . Piha-alue: pihasuunnitelma. Julkisivu: puuosien huoltomaalaus, sadevesisyöksyjen ja vesipeltien kunnostus ja maalaus. Ulko-ovien kunnostus ja pintakäsittely. Energian säästötoimenpiteet: seurataan lämmitysjärjestelmän toimintaa, energian säästötoimenpiteet. Hallituksen tarpeelliseksi katsomat: hallituksen tarpeelliseksi katsomat ylläpitokorjaukset talousarvion puitteissa. Ikkunat ja parvekeovet: ikkunoiden ja pervekeovien tiivisteiden tarkastus ja uusinta. Porrashuoneet: porrashuoneiden maalauskunnostus ja huoneisto-ovien pintakäsittely.","TALOYHTIÖSSÄ: 1998 kaukolämpölaitteet uusittu. 2003 julkisivujen kuntotutkimus ja parvekkeiden korjausselvitys. 2003-2004 hissien peruskorjaus. 2005-2006 julkisivujen ja parvekkeiden suunnittelu , piirrustukset ja rakennusluvat julkisivuille , parvekkeille ja ikkunoille. Työnselitykset, urakoitsijat ja urakkasopimukset julkisivuille, parvekkeille ja asuinhuoneistojen ikkunoille. Julkisivujen ja parvekkeiden ka ikkunoiden työt alkoi vuonna 2005 ja julkisivujen kunnostus ja parvekkeiden uusimistyö valmistui 2006. 2006 antenni ja tietoverkon uusiminen. 2006 ulkovalaistuksen uusiminen. 2006 peltikaton eteläsivun, räystäspellin uusiminen ja koko katon maalaus. 2006 asuinhuoneistojen ikkunoiden ja parvekeovien uusiminen. 2008 kaikkien viemärilinjojen konerassaus. 2008 porrashuoneiden osittainen huoltomaalaus. 2009 lämpö-, vesi- ja jäteviemäreiden kuntotutkimus. 2009 kulkusiltojen uusiminen katolle ja huippuimurin asennus katolle. 2009 pohja krs alustava vesi- ja viemäriputkiston uusimissuunnitelma ja vanhojen saostuskaivojen ohitussuunnitelma. 2010-2011 huoneiston B 25 lämpöselvitykset ja kattojen lämmöneristykset. 2010-2011 huoneistojen A6, A7, A9 ja A10 vesivahinkokorjaukset, huoneistojen A6 ja A9 maalauskorjauksia ja huoneistojen A7 ja A10 kylpyhuoneiden täyskorjaus. 2012 hissien konehuoneiden maalaus. 2013-2014 peltikaton kunnostus ja maalaus. 2014 seinänvierustojen kunnostukset. 2014 putkiston kuntotutkimus. 2015 pohjaviemärin huuhtelu. 2016 ovipuhelinjärjestelmän uusinta. 2016 asennettu Spirovent patteriverkoston ilmanpoiston laite. 2016 asennettu Bauer vedenkäsittelylaite lattialämmityskiertoon. 2016 hankesuunnitelma LVIS-saneerauksesta. 2017 Iloq lukitussarjoitus. 2017 toteutussuunnitelmat LVIS-saneerauksesta ja urakkatarjouspyyntlöasiakirjat. 2017 huoneistojen pinta-ala mittaus. 2017 paisunta-astioiden uusiminen. 2019 LVIS-saneeraus, asuinkerrostalon kvv-laitteiden ja märkätilojen peruskorjaus. 2019 kellarin vesivahinko. 2019 B-portaan hissin uusiminen. 2020 A-portaan pohjan injektointi.",60.198275,24.875354,"60.198275, 24.875354",30.0
2023-03-02,20180992.0,Helsinki,Kulosaari,"Svinhufvudintie 9 C, 00570 Helsinki",Tyydyttävä,Omistus,Ei,Oma,,275000.0,299.0,299.0,,,47.0,2.0,2.0,4.0,Kyllä,,,1961.0,E2007,50.0,"2022 ullakkorakentamisen/rakennuksen korottaminen soveltuvuusselvitys  (kust arvio 18000€)
2024 Lämmönjakokeskuksen tarkastus (kust arvio 1000€)
2026 Jätevesiviemärien huuhtelutöitä: A ja B rappujen 2. kerroksen huoneistohaarojen painehuuhtelu ja C rapun 1. kerroksen huoneistohaarojen painehuuhtelu pohjaviemäriin asti, jolloin pystyviemäreiden vaakasiirtymät tulee pestyä samalla (kust arvio 4000 €)
2028 Ilmanvaihdon puhdistus ja säätö (kust arvio 5000 €)
2031 Viemärien huuhtelu ja kuvaus (kust arvio 14000€)
vuosi ei tiedossa: 
Piha-alueiden suunnittelu ja kunnostus (hankesuunnittelu, toteutussuunnittelu, toteutus)
Salaojan uusiminen (toteutussuunnittelu): Siirretään suunniteltavaksi yhdessä Piha-alueiden suunnittelun yhteydessä. Vuoden 2021 viemärien huuhteluraportin osoittamassa laajuudessa. Kadun puoli (kust arvio 7000 €)
Salaojien uusiminen (toteutus): Siirretään suunniteltavaksi yhdessä Piha-alueiden suunnittelun yhteydessä. Vuoden 2021 viemärien huuhteluraportin osoittamassa laajuudessa. Kadun puoli.kadunpuolen tiilisalaojat (kust arvio 100 000 €)
Parvekkeiden kuntotarkastus: Suunniteltava yhdessä mahdollisen Julkisivukorjauksen suunnittelun yhteydessä. (kust arvio 6000 €)
Ilmanvaihto: Ilmanvaihdon mahdollinen parantaminen.
Julkisivun maalattujen pintojen korjaus/maalaus.
","TALOYHTIÖSSÄ: 2021 Hissien hälytysten puheyhteyden päivitys, viemäreiden huuhtelu,
parkkipaikkojen viivojen ja varattu merkintöjen maalaus, katon, rännien ja syöksyjen tarkastus ja kunnostus, pihan pollarivalojen korjaus
2020 Pihan vihertyöt ja pihakalusteet: Kunnostettu vanhat pihakalusteet. Tamppausteline,
pyykinkuivausteline, Hiekkalaatikko, keinut ja kiipeilyteline. Nurmikot on kalkittu ja kasvit
hoidettu. Tehty laattakiveys keinulle.
2019 lämmityksen tasapainotus ja säätö.
 2018 ilmanvaihdon puhdistus ja säätö
2015 ikkunoiden uusinta
 2014 julkisivujen pesu
2012 julkisivun ja ikkunoiden kuntotutkimus 
2011 katon korjaus, julkisivun puuosien maalaus, turvalukitus
2009-2011 LVIS-remontti: uusittiin taloon tulevat vesijohdot ja sähköjohdot. Uusittiin salaojat ja viemärit
2008 laadittu LVIS-suunnitelmat 
2004 saunan paneloinnin uusinta, lämmönvaihtimien uusinta
2000 hissien rakentaminen porraskäytäviin
1998 PTS kuntokartoitus 
1997 IV-nuohous
1996 tuplanuppien asennus wc-istuimiin
1995 patteriventtiilien uusinta ja lämmityksen tasapainotus, katon ja porraskäytävien maalaus, autotallien ovien potkupeltien uusinta
1993 piharemontti saatettiin loppuun
1992 maakaasuun siirtymisen johdosta putkiston tiiveystarkastus ja korjaus, piharemontti alkoi
1991 liittyminen HTV-verkkoon
1990 katto tervattiin sekä maalattiin kattoikkunat, vanha kattosilta tukirakennelmineen uusittiin 
1989 viemärien konerassaus, löyly- ja pukuhuoneiden panelointi-pukuhuoneen lattiat muovimatto 1988 lukot uusittu tuplaura-avaimelle
1987 hanat uusittu yksiotehanoiksi
1986-1987 julkisivukorjaukset+parvekkeet massattiin
1984 syöksytorvet uusittu. ",60.18811,25.010632,"60.18811, 25.010632",18.0
2023-03-02,21314059.0,Helsinki,Oulunkylä,"Torivoudintie 13-19 A, 00640 Helsinki",Välttävä,Omistus,Ei,Oma,,179000.0,195.7,195.7,,,51.5,2.0,1.0,2.0,Kyllä,,,1983.0,"D2007 voimassa 30.05.2013-29.05.2023, E-luku 176",54.0,"Hallituksen kirjallinen selvitys kunnossapitotarpeesta vuosina 2022-2026:

Sokkelivierustojen sepelöinti ja sokkelibetonin pinnan kunnostus, rappukäytävien maalaus, patteriverkoston tasapainotus, huippuimureiden uusiminen, maalämpöjärjestelmän toteutussuunnittelu (yhtiökokouksen 7.4.2022 pöytäkirjan mukaisesti hallitus tekee maalämpöjärjestelmän rakennettavuusselvityksen ja kannattavuuslaskelman. Aurinkopaneelit saattavat olla osa ratkaisua).","TALOYHTIÖSSÄ: Hallituksen kirjallinen selvitys suoritetuista peruskorjauksista:

2021: Parvekekaiteiden ulkopinnan kunnostus, pihakalusteiden täydennys (liukumäki, 3 pihapöytää ja 3 pihapenkkiä), parvekekattojen sadevesikourujen ja syöksytorvien rakentaminen, sähköautojen hidaslataustolppien asennus (4= tolppaa = 8 autopaikkaa).
2020: Talojen julkisivun betonipintojen maalaus, korkeiden piha-aitojen uusiminen.
2019-2020: Korjattu ulkoseinien elastiset saumat (isännöitsijäntodistuksen mukaisesti).
2018: Puunkaato- ja istutusohjelman toteutus, pihan nurmialueiden kunnostus ja pihagrilli.
2017: Kylmäkellareiden höyrystimien uusinta.
2016: Asfalttipäällysteiden ja paikoitusalueen autolämmitystolppien uusiminen.
2014: Kylpyhuoneiden kuivauspatterien uusinta.
2011: Kiinteistön lukitusjärjestelmän uusiminen (Abloy Sento).
2010: Ikkunoiden, parvekeovien, autotalliovien ja kellarikerroksen puisten ulko-ovien uusinta.
2009: Lattiakaivottomien wc-tilojen wc-istuimien uusinta.
2008: Roskakatoksen rakentaminen.
2007: Käyttövesi- ja patteriverkoston linjasulkuventtiilien, asuinhuoneistojen ja saunojen sekoittimien, patteriventtiilien termostaatteineen sekä patterien sulkuyhdistäjien uusinta. Betonielementtien elastisten saumojen uusinta.
2005: Rappukäytävien maalaus, kaukolämmön alajakokeskuksen uusinta.
2000: Rakennusten kattohuopien uusinta.",60.23221,24.973114,"60.23221, 24.973114",24.0
2023-03-02,20408489.0,Helsinki,Meilahti,"Pihlajatie 40 A, 00270 Helsinki",Hyvä,Omistus,Ei,Oma,,298000.0,215.0,215.0,,,43.0,2.0,7.0,7.0,,,,1946.0,E2013,46.0,"2021 Ensimmäisen kerroksen porraskäytäväovet (6 kpl). Kylpyhuone A26.
2021-2022 Salaojan ja sokkelin korjaussuunnittelu. Putkiston seurantatutkimus. 
2022 Kylpyhuoneet A1, A3, A25, A33, A40 ja A41. Toisen kerroksen asuntojen ovien uusinta (7 kpl). 
2022-2025 Tuuletusparvekkeiden huoltomaalaus. Porraskäytävien huoltomaalauksia. 
2023 Tuuletusparvekkeiden kaiteiden huoltomaalaus. 
2023-2025 Rappauspintojen huoltomaalaus. 
2024 Jäteaseman uusiminen.
Suunnitelma taloyhtiön omistamien työhuoneiden (5a, 5b ja 5c) käyttötarkoituksen muuttamisesta.","Keittiö uusittu, pinnat uusittu TALOYHTIÖSSÄ: 2020 Ulko-ovi ja vedin. 
2019 Viemäreiden painehuutelu ja kuvaus. Hissien kunnostus. 
2018 KPH uusittu A35. 
2017 Nuohous ja kattoturvatuotteiden korjaukset. 
2016 Käyttövesiverkoston kiertojohdon uusiminen ja perussäätö. 
2015 KPH uusittu A10, A12, A18, A19, A21, A22 ja A27. 
2013 Vesivahinkojen korjauksia huoneistot 2, 6, 13, 14, 20. 
2011-2012 Kadunpuoleisen julkisivun korjaus. 
2011 Lämpimän käyttöveden lämmönvaihdin uusittu. 
2005 Antenniverkon uusiminen. Ikkunoiden uusiminen. Julkisivun korjaus/maalaus. 
2003 Porrasaulan kunnostus- ja maalaustyöt. 
2002 Salaojitus, pintavesien ohjaus kadun puolelle. 
2000 Hissin peruskorjaus. 
1990 Kaukolämpölaitteet. 
1989 Tiilikatto. 
1986 Putket. 
1979 Sähköremontti.",60.195711,24.898905,"60.195711, 24.898905",20.0
2023-03-02,1337909.0,Helsinki,Taka-Töölö,"Päivärinnankatu 5, 00250 Helsinki",Tyydyttävä,Omistus,Ei,Oma,,279000.0,339.2,244.0,95.2,,40.0,2.0,4.0,6.0,,Ei,,1937.0,E2007,35.0,"Korjaustarveselvitys 2022-2026:

Ajoportti 2022",2019 Julkisivuremontti 2017 Jäteastioiden suojaus. Ilmanvaihtokanavien nuohous. 2016 Lukituksen uusiminen. Lämmityslaitteiden uusiminen. 2015 DNA laajakaistapalvelu. 2014 Peltikaton maalaus. 2013 Porraskäytävän kunnostus. 2011 Vesikaton uusiminen. 2009 Hissin kunnostus. 1994 Ikkunoiden uusiminen. Lämmityslaitteet. 1989 Sähkönousut ja telejärjestelmät. 1985 Vesijohdot ja viemärit.,60.18859,24.916045,"60.18859, 24.916045",14.0
